Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE98368,"IFN-γ Represses M2 Gene Expression in Human Macrophages by Suppressing and Disassembling MAF-binding Enhancers [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98368/suppl",28813657,SRP105796,"Lionel B. Ivashkiv","Jul 01, 2017"
GSE98369,"Interferon-γ Represses M2 Gene Expression in Human Macrophages by Disassembling Enhancers Bound by the Transcription Factor MAF","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",37,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98369/suppl",28813657,,"Lionel B. Ivashkiv","Jul 01, 2017"
GSE81405,"Convergent roles of ATF3 and CSL in chromatin control of CAF activation [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81405/suppl",28684431,SRP075002,"Paolo Angelino","Jun 30, 2017"
GSE81406,"Convergent roles of ATF3 and CSL in chromatin control of CAF activation","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81406/suppl",28684431,,"Paolo Angelino","Jun 30, 2017"
GSE83518,"Gene profiling of human adult and pediatric liver cancer cells","Expression profiling by high throughput sequencing","Homo sapiens",16,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83518/suppl",,SRP076812,"Paolo Angelino","Jun 30, 2017"
GSE83772,"The FAM46C gene encodes a non-canonical poly(A) polymerase and acts as an onco-suppressor in multiple myeloma","Expression profiling by high throughput sequencing","Homo sapiens",26,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83772/suppl",28931820,SRP077288,"Tomasz M. Kulinski","Jun 30, 2017"
GSE84209,"BET inhibitors suppress BZLF1 expression [MutuI RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens;Human gammaherpesvirus 4",12,,"WIG;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84209/suppl",28588024,SRP078214,"JJ Miranda","Jun 30, 2017"
GSE84211,"BET inhibitors suppress lytic DNA replication [Akata-Zta RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens;Human gammaherpesvirus 4",18,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84211/suppl",28588024,SRP078261,"JJ Miranda","Jun 30, 2017"
GSE84214,"BET inhibitors block the Epstein-Barr virus lytic cycle at two distinct steps","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Human gammaherpesvirus 4",106,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84214/suppl",28588024,,"JJ Miranda","Jun 30, 2017"
GSE98976,"Identification of PAX7-induced transcriptional changes and PAX7 genomic binding during skeletal myogenic differentiation of H9 embryonic stem cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",22,,"BED;BIGWIG;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98976/suppl",28658631,SRP107230,"Alessandro Magli","Jun 30, 2017"
GSE100669,"Immunophenotyping and Transcriptomic Outcomes in PDX-Derived TNBC Tissue","Expression profiling by high throughput sequencing","Homo sapiens",11,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100669/suppl",28039356,SRP110770,"Rainer Blaesius","Jun 30, 2017"
GSE71359,"RNA sequencing of T-ALL (COG study)","Expression profiling by high throughput sequencing","Homo sapiens",17,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71359/suppl",26952838,SRP061614,"Ksenia Matlawska","Jun 29, 2017"
GSE77741,"Analyses of T-ALL (COG study)","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens",117,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77741/suppl",26952838,,"Ksenia Matlawska","Jun 29, 2017"
GSE81268,"Unexpected Innovative Early Diagnosis in Autism Spectrum Disorder: Premature Tooth Eruption in ADNP-Mutated Children","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81268/suppl",28221363,SRP074749,"Metsada Pasmanik-Chor","Jun 29, 2017"
GSE81345,"Sensing self and nonself circular RNAs","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81345/suppl",28625551,SRP074851,"Howard Y Chang","Jun 29, 2017"
GSE81827,"RNA-seq analysis of human cardiosphere cells with different tubule supportive potential","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81827/suppl",28205406,SRP075651,"Emma Harvey","Jun 29, 2017"
GSE82199,"LTR-retrotransposon control by tRNA-derived small RNA","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens;Mus musculus",54,,"BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82199/suppl",28666125,SRP076049,"Robert A Martienssen","Jun 29, 2017"
GSE100337,"IFNγ-dependent tissue immune homeostasis is co-opted in the tumor microenvironment","Expression profiling by high throughput sequencing","Homo sapiens",333,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100337/suppl",28666115,,"Sanjay Prakadan","Jun 29, 2017"
GSE100609,"Microarray profile of osteoporosis related genes of Indian post menopausal females","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100609/suppl",,,"Richa Ashma","Jun 29, 2017"
GSE72627,"Transcriptome profiles of moderate dysplasia in oral mucosa associated with malignant conversion","Expression profiling by high throughput sequencing","Homo sapiens",6,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72627/suppl",,SRP063090,"Dong Chen","Jun 28, 2017"
GSE84661,"Dynamic and stable enhancer-promoter contacts regulate terminal differentiation [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84661/suppl",28805829,SRP079153,"Paul Khavari","Jun 28, 2017"
GSE85159,"Transciptome profiling of NoDice and RNaseIII null cells prior to and after virus infection","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85159/suppl",,SRP080873,"Benjamin tenOever","Jun 28, 2017"
GSE86610,"Transciptome profiling of NoDice and RNaseIII null cells prior to and after polyIC treatment","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86610/suppl",28658212,SRP087719,"Benjamin tenOever","Jun 28, 2017"
GSE87517,"Immune escape in breast cancer during in situ to invasive carcinoma transition","Expression profiling by high throughput sequencing","Homo sapiens",41,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87517/suppl",28652380,SRP090689,"Muhammad B Ekram","Jun 28, 2017"
GSE89790,"Transciptome profiling of RNaseIII null cells reconstituted with Drosha","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89790/suppl",28658212,SRP093294,"Benjamin tenOever","Jun 28, 2017"
GSE92652,"Lentiviral Vectors Escape Innate Sensing but Trigger p53 In Human Hematopoietic Stem Cells","Expression profiling by high throughput sequencing","Homo sapiens",93,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92652/suppl",28667090,SRP095420,"Davide Cittaro","Jun 28, 2017"
GSE100568,"Combined epigenetic and differentiation-based treatment inhibits neuroblastoma tumor growth and links HIF2α to tumor suppression [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",68,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100568/suppl",28696319,SRP110615,"Johan Holmberg","Jun 28, 2017"
GSE100574,"Global transcriptomic analyses of bronchial epithelial cells exposed to 5 ng/mL TGF-β1 and 10 nM Estrogen individually and in combination","Expression profiling by high throughput sequencing","Homo sapiens",17,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100574/suppl",,SRP110620,"Ley Cody Smith","Jun 28, 2017"
GSE94549,"Effect of MDK expressing Melanoma cells conditioned media in Human LEC","Expression profiling by high throughput sequencing","Homo sapiens",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94549/suppl",28658220,SRP098905,"David Olmeda","Jun 27, 2017"
GSE95352,"Novel SF3B1 Deletion Mutations Result in Aberrant RNA Splicing in CLL Patients","Expression profiling by high throughput sequencing","Homo sapiens",13,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95352/suppl",29296742,SRP100686,"Silvia Buonamici","Jun 27, 2017"
GSE97317,"Hypoxia is a Key Driver of Alternative Splicing in Human Breast Cancer Cells","Expression profiling by high throughput sequencing","Homo sapiens",3,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97317/suppl",28642487,SRP102913,"Jia Li","Jun 27, 2017"
GSE84358,"RNA-seq of ASXL2 shRNA KD in SKNO-1 cells","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84358/suppl",28516957,SRP078442,"Omar Abdel-Wahab","Jun 26, 2017"
GSE84359,"RNA-seq of primary patient AML samples","Expression profiling by high throughput sequencing","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84359/suppl",28516957,SRP078441,"Omar Abdel-Wahab","Jun 26, 2017"
GSE84365,"RNA-seq and ChIP-seq data of ASXL1/2 in Hematopoiesis","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Mus musculus",54,,"BIGWIG;BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84365/suppl",28516957,,"Omar Abdel-Wahab","Jun 26, 2017"
GSE85761,"Molecular characterization of human osteoblast-derived extracellular vesicle mRNA using next-generation sequencing","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",12,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85761/suppl",28347747,SRP082374,"Asha Nair","Jun 26, 2017"
GSE87285,"RUNX1-ETO and RUNX1-EVI-1 differentially program the chromatin landscape in t(3;21) and t(8;21) AML but share global C/EBP-alpha dysfunction (RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",20,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87285/suppl",28538183,SRP090333,"Salam Adli Assi","Jun 26, 2017"
GSE87286,"RUNX1-ETO and RUNX1-EVI-1 differentially program the chromatin landscape in t(3;21) and t(8;21) AML but share global C/EBP-alpha dysfunction","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BW;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87286/suppl",28538183,,"Salam Adli Assi","Jun 26, 2017"
GSE95860,"Expression data from fresh human embryonic lung epithelial tip and stalk cells and cultured organoids derived from tip and stalk.","Expression profiling by high throughput sequencing","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95860/suppl",,SRP101626,"Charles Bradshaw","Jun 26, 2017"
GSE96075,"Zoledronic acid inhibits NFAT and IL-2 signaling pathways in regulatory T cells and diminishes their suppressive function in patients with metastatic cancer","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TAB","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96075/suppl",28920001,SRP101719,"Anthony Griswold","Jun 26, 2017"
GSE97036,"Effects of arsenic and Pseudomonas aeruginosa infection on gene expression in human airway epithelial cells","Expression profiling by high throughput sequencing","Homo sapiens",48,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97036/suppl",28625800,SRP102483,"Britton C Goodale","Jun 26, 2017"
GSE100007,"Widespread translational remodeling during human neuronal differentiation","Expression profiling by high throughput sequencing;Other","Homo sapiens",52,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100007/suppl",29141229,SRP109126,"Stephen N. Floor","Jun 26, 2017"
GSE84662,"Dynamic and stable enhancer-promoter contacts regulate terminal differentiation","Genome binding/occupancy profiling by high throughput sequencing;Other;Expression profiling by high throughput sequencing","Homo sapiens",52,,"BED;BIGWIG;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84662/suppl",28805829,,"Paul Khavari","Jun 25, 2017"
GSE92625,"PRC2 specifies ectoderm lineages and maintains pluripotency in primed but not naïve ESCs","Expression profiling by high throughput sequencing","Homo sapiens",19,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92625/suppl",28939884,SRP095403,"qianyu chen","Jun 25, 2017"
GSE100210,"RNA editing by ADAR1 leads to context-dependent transcriptome-wide changes in RNA Secondary Structure","Expression profiling by high throughput sequencing;Other","Homo sapiens",14,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100210/suppl",29129909,SRP109827,"Oz Solomon","Jun 25, 2017"
GSE100417,"Global transcriptome analysis of WT versus HEB-/- hESCs","Expression profiling by high throughput sequencing","Homo sapiens",6,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100417/suppl",28803914,SRP110267,"Yang Li","Jun 24, 2017"
GSE100427,"CUREfast: Accelerating research with families","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100427/suppl",28968964,SRP110289,"Noah Berlow","Jun 24, 2017"
GSE83493,"hnRNP C is a key regulator of protein synthesis in mitosis","Expression profiling by high throughput sequencing","Homo sapiens",16,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83493/suppl",28460002,SRP076733,"Ran Elkon","Jun 23, 2017"
GSE86336,"m6A mRNA modifications are deposited in nascent pre-mRNA and are not required for splicing but do specify cytoplasmic turnover","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",20,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86336/suppl",28637692,SRP083953,"Shengdong Ke","Jun 23, 2017"
GSE86550,"Deletions in the ATAD3 gene cluster cause cerebellar developmental defects with mitochondrial DNA abnormalities owing to local cholesterol insufficiency","Expression profiling by high throughput sequencing","Homo sapiens",15,,"TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86550/suppl",28549128,SRP087536,"ian james holt","Jun 23, 2017"
GSE90874,"Gene expression and 4sUDRB-seq for NF90/NF110 of human scramble and KD HeLa cells.","Expression profiling by high throughput sequencing;Other","Homo sapiens",18,,"BED;BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90874/suppl",28625552,SRP094563,"Li Yang","Jun 23, 2017"
GSE90878,"An erythroid-specific enhancer of ATP2B4 mediates red blood cell hydration and malaria susceptibility [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90878/suppl",28570605,SRP094565,"Guillaume Lettre","Jun 23, 2017"
GSE98993,"An erythroid-specific enhancer of ATP2B4 mediates red blood cell hydration and malaria susceptibility","Expression profiling by high throughput sequencing;SNP genotyping by SNP array;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",74,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98993/suppl",28570605,,"Guillaume Lettre","Jun 23, 2017"
GSE100268,"HPIP controls osteoarthritis cartilage degeneration  [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100268/suppl",,SRP109837,"Quanbo Ji","Jun 23, 2017"
GSE100312,"HPIP controls osteoarthritis cartilage degeneration ","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100312/suppl",,,"Quanbo Ji","Jun 23, 2017"
GSE100382,"Type I IFNs and TNF Cooperatively Reprogram Epigenomic Landscape of Human Macrophages to Promote Inflammatory Activation [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100382/suppl",28825701,SRP110187,"Lionel Ivashkiv","Jun 23, 2017"
GSE100392,"Altered gene expression by C1orf106 in papillary thyroid cancer cells","Expression profiling by high throughput sequencing","Homo sapiens",4,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100392/suppl",,SRP110199,"Weiwei Liang","Jun 23, 2017"
GSE77128,"EPCR Expression Defines the Most Primitive Subset of Human HSPC and Is Required for Their In Vivo Activity","Expression profiling by high throughput sequencing","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77128/suppl",28408459,SRP068773,"Guy Sauvageau","Jun 22, 2017"
GSE80655,"RNA-sequencing of human post-mortem brain tissues","Expression profiling by high throughput sequencing","Homo sapiens",281,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80655/suppl",28754123,SRP073813,"Kevin Bowling","Jun 22, 2017"
GSE83611,"Field cancerized fibroblasts in primary culture, P2","Expression profiling by high throughput sequencing","Homo sapiens",9,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83611/suppl",,SRP076912,"Kristina Antonia Trujillo","Jun 22, 2017"
GSE100338,"Expression profiling of lncRNAs, miRNAs and mRNAs and their differential expression in leiomyoma using next generation RNA sequencing","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100338/suppl",28587571,SRP110081,"Tsai-Der Chuang","Jun 22, 2017"
